Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
200,1759429823834,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,5.263157844543457,5,5,0,0,5,0,10,23.809524536132813,5,37355.43280029297,120863.01953125,81048.54315185547,4226.9644775390625,33403068416,8589930496,6347321344,0
200,1759429824035,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,9.523809432983398,5,0,4.761904716491699,0,0,5.263157844543457,4.761904716491699,5,5.263157844543457,5,37355.77307128906,120865.3120727539,81050.33013916016,4227.126403808594,33403068416,8589930496,6343233536,0
200,1759429824235,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,5,0,0,0,0,0,5,5,5,0,37356.07580566406,120867.68908691406,81052.3080444336,4227.216491699219,33403068416,8589930496,6342803456,0
200,1759429824435,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,5.263157844543457,5,0,4.761904716491699,0,10,0,5.263157844543457,10,0,37356.37951660156,120870.36932373047,81054.54595947266,4227.319396972656,33403068416,8589930496,6336376832,0
200,1759429824635,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,5,10,0,0,0,0,0,5.263157844543457,5,0,0,37356.65661621094,120872.37139892578,81056.16943359375,4227.4024658203125,33403068416,8589930496,6336225280,0
200,1759429824835,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,5,0,0,0,0,0,0,9.523809432983398,0,0,37356.936584472656,120874.22192382813,81057.63098144531,4227.486633300781,33403068416,8589930496,6336192512,0
200,1759429825035,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,4.761904716491699,0,10,0,0,0,0,5,0,5,0,0,37357.21643066406,120876.05181884766,81059.04608154297,4227.580139160156,33403068416,8589930496,6336417792,0
199,1759429825235,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,5,5,0,0,0,0,5.263157844543457,0,0,0,0,37357.494079589844,120877.78399658203,81060.36853027344,4227.673645019531,33403068416,8589930496,6328295424,0
200,1759429825435,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,5,5,0,0,0,0,5.263157844543457,0,0,0,0,37357.770568847656,120879.60827636719,81061.787109375,4227.7686767578125,33403068416,8589930496,6328426496,0
200,1759429825635,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,2.5641026496887207,7.500000476837158,2.5,0,0,0,2.702702760696411,2.4390242099761963,5,32.5,2.4390242099761963,37358.09069824219,120883.84216308594,81065.60418701172,4227.865173339844,33403068416,8589930496,6323142656,0
200,1759429825835,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,25,25,15.789472579956055,23.809524536132813,21.052631378173828,25,25,10,11.111111640930176,25,90,15.000000953674316,37358.552307128906,120891.01965332031,81072.32824707031,4227.957458496094,33403068416,8589930496,6325035008,0
200,1759429826035,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,42.105262756347656,60.000003814697266,100,50,55,40,55,5.555555820465088,38.095237731933594,50,47.36842346191406,31.57894515991211,37359.136962890625,120901.09564208984,81081.88452148438,4228.0535888671875,33403068416,8589930496,6326177792,0
199,1759429826235,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,4.761904716491699,0,68.42105102539063,5,10,0,10,5,4.761904716491699,5,5,0,37359.50988769531,120904.82159423828,81085.17901611328,4228.138427734375,33403068416,8589930496,6326059008,0
199,1759429826436,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,52.38095474243164,0,0,0,5,0,0,0,0,0,37359.82568359375,120906.22546386719,81086.25158691406,4228.162414550781,33403068416,8589930496,6326059008,0
200,1759429826636,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,52.38095474243164,0,0,0,5,0,0,0,0,0,37360.132873535156,120907.12744140625,81086.83331298828,4228.184020996094,33403068416,8589930496,6326599680,0
200,1759429826836,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,30.76923179626465,0,5,0,4.878048419952393,0,2.5,2.5641026496887207,0,0,37360.457458496094,120908.41784667969,81087.78283691406,4228.219909667969,33403068416,8589930496,6326599680,0
200,1759429827036,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,50,4.761904716491699,5,0,0,9.523809432983398,0,0,0,4.761904716491699,37360.77587890625,120909.89074707031,81088.92987060547,4228.2474365234375,33403068416,8589930496,6326845440,0
200,1759429827236,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,30.000001907348633,0,0,0,0,0,0,0,4.761904716491699,0,37361.065002441406,120911.27038574219,81090.0170288086,4228.2508544921875,33403068416,8589930496,6326845440,0
199,1759429827436,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,40,4.761904716491699,5,0,0,5,0,0,0,0,37361.38653564453,120912.63977050781,81091.04498291016,4228.2823486328125,33403068416,8589930496,6326845440,0
199,1759429827636,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,5,0,35,0,5,0,0,0,5,4.761904716491699,0,0,37361.70837402344,120914.5005493164,81092.57580566406,4228.311767578125,33403068416,8589930496,6319333376,0
199,1759429827836,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,5,0,35,0,5,0,0,0,5,4.761904716491699,0,0,37362.02850341797,120916.34771728516,81094.08728027344,4228.346008300781,33403068416,8589930496,6319833088,0
200,1759429828036,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,45,2.5,2.5,0,0,2.5641026496887207,4.878048419952393,2.5,4.878048419952393,0,37362.342224121094,120917.8012084961,81095.19171142578,4228.395690917969,33403068416,8589930496,6319833088,0
200,1759429828237,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,5,0,63.15789031982422,5,0,4.761904716491699,5,5,0,4.761904716491699,4.761904716491699,0,37362.68585205078,120919.62176513672,81096.62322998047,4228.451599121094,33403068416,8589930496,6319833088,0
200,1759429828437,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,4.761904716491699,0,10,0,0,0,0,0,0,0,0,0,37363.001953125,120920.7685546875,81097.44079589844,4228.483642578125,33403068416,8589930496,6319833088,0
199,1759429828637,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,4.761904716491699,40,10,0,0,0,0,0,0,0,4.761904716491699,37363.315490722656,120921.34539794922,81097.67041015625,4228.5264892578125,33403068416,8589930496,6318596096,0
200,1759429828837,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,4.761904716491699,40,10,0,0,0,0,0,0,0,4.761904716491699,37363.66564941406,120925.37078857422,81101.3189086914,4228.572448730469,33403068416,8589930496,6318841856,0
199,1759429829037,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,4.878048419952393,0,47.5,2.5641026496887207,0,2.5641026496887207,0,5,0,4.878048419952393,4.878048419952393,2.5,37363.98828125,120926.52911376953,81102.13067626953,4228.6092529296875,33403068416,8589930496,6314016768,0
199,1759429829237,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,4.878048419952393,0,47.5,2.5641026496887207,0,2.5641026496887207,0,5,0,4.878048419952393,4.878048419952393,2.5,37364.31213378906,120927.86767578125,81103.11804199219,4228.643005371094,33403068416,8589930496,6314016768,0
199,1759429829437,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,2.5641026496887207,2.5,51.219512939453125,0,2.5,2.5,2.5,0,4.878048419952393,0,0,0,37364.646911621094,120930.25268554688,81105.16162109375,4228.676025390625,33403068416,8589930496,6312247296,0
200,1759429829637,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,2.5641026496887207,2.5,51.219512939453125,0,2.5,2.5,2.5,0,4.878048419952393,0,0,0,37364.95495605469,120930.74230957031,81105.33270263672,4228.6939697265625,33403068416,8589930496,6308577280,0
200,1759429829838,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,2.5,0,41.02564239501953,0,0,5,5,2.5,0,4.878048419952393,2.5,0,37365.272521972656,120932.08801269531,81106.35070800781,4228.724060058594,33403068416,8589930496,6308823040,0
200,1759429830038,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,2.5,0,41.02564239501953,0,0,5,5,2.5,0,4.878048419952393,2.5,0,37365.60009765625,120933.45471191406,81107.37091064453,4228.758361816406,33403068416,8589930496,6308564992,0
200,1759429830238,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,2.5641026496887207,0,46.34146499633789,0,0,2.5,2.5,5,0,0,2.5,0,37365.922302246094,120935.35137939453,81108.93798828125,4228.790344238281,33403068416,8589930496,6308564992,0
199,1759429830438,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,14.285715103149414,4.761904716491699,55,4.761904716491699,0,4.761904716491699,5,0,4.761904716491699,0,4.761904716491699,4.761904716491699,37366.26202392578,120936.95587158203,81110.18328857422,4228.825134277344,33403068416,8589930496,6305902592,0
200,1759429830638,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,14.285715103149414,4.761904716491699,55,4.761904716491699,0,4.761904716491699,5,0,4.761904716491699,0,4.761904716491699,4.761904716491699,37366.590759277344,120937.5337524414,81110.41943359375,4228.853759765625,33403068416,8589930496,6298206208,0
200,1759429830838,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,10.256410598754883,0,0,2.6315789222717285,2.5,2.5641026496887207,56.41025924682617,2.4390242099761963,2.5,2.5641026496887207,2.5641026496887207,2.5,37366.91357421875,120938.98760986328,81111.52880859375,4228.885559082031,33403068416,8589930496,6298206208,0
200,1759429831038,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,0,0,0,9.523809432983398,50,0,0,0,0,0,37367.2392578125,120940.45587158203,81112.64556884766,4228.924499511719,33403068416,8589930496,6298206208,0
200,1759429831239,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,0,0,0,0,50,0,0,4.761904716491699,4.761904716491699,0,37367.55163574219,120941.73828125,81113.60327148438,4228.947021484375,33403068416,8589930496,6298206208,0
200,1759429831439,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,5,9.523809432983398,5,5,35,5,4.761904716491699,0,9.523809432983398,0,37367.87634277344,120942.41137695313,81113.95056152344,4228.974792480469,33403068416,8589930496,6290178048,0
200,1759429831639,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,5,0,0,0,4.761904716491699,0,4.761904716491699,0,0,0,47.36842346191406,0,37368.18017578125,120943.48669433594,81114.71099853516,4228.988464355469,33403068416,8589930496,6290407424,0
199,1759429831839,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,0,0,0,0,0,0,0,0,50,0,37368.474060058594,120944.54638671875,81115.47271728516,4228.996643066406,33403068416,8589930496,6289481728,0
200,1759429832039,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,0,0,0,0,0,0,0,0,50,0,37368.79943847656,120946.02587890625,81116.59869384766,4229.034973144531,33403068416,8589930496,6289481728,0
199,1759429832239,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,2.5,2.5,0,2.5,0,2.4390242099761963,0,0,0,0,55,0,37369.10388183594,120947.19445800781,81117.45043945313,4229.051818847656,33403068416,8589930496,6289727488,0
199,1759429832439,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,2.5,2.5,0,2.5,0,2.4390242099761963,0,0,0,0,55,0,37369.4287109375,120948.26165771484,81118.18957519531,4229.0787353515625,33403068416,8589930496,6287740928,0
200,1759429832639,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,2.5641026496887207,2.5,2.5,2.5,2.4390242099761963,2.5,2.5,2.5,4.878048419952393,2.5,32.5,2.4390242099761963,37369.740661621094,120949.77313232422,81119.38299560547,4229.100769042969,33403068416,8589930496,6287503360,0
200,1759429832840,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,5,0,0,5,0,0,0,0,5,0,40,0,37370.06573486328,120950.67864990234,81119.93487548828,4229.134826660156,33403068416,8589930496,6287241216,0
200,1759429833040,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,0,0,0,9.090909004211426,0,0,0,0,55,0,37370.39123535156,120953.4515991211,81122.36602783203,4229.1651611328125,33403068416,8589930496,6287486976,0
199,1759429833240,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,5,5,9.090909004211426,9.523809432983398,4.761904716491699,0,4.761904716491699,0,0,9.523809432983398,47.36842346191406,5,37370.725341796875,120955.6103515625,81124.1683959961,4229.200988769531,33403068416,8589930496,6287486976,0
200,1759429833440,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,5,5,9.090909004211426,9.523809432983398,4.761904716491699,0,4.761904716491699,0,0,9.523809432983398,47.36842346191406,5,37371.05114746094,120956.67779541016,81124.9077758789,4229.235900878906,33403068416,8589930496,6285795328,0
200,1759429833640,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,2.6315789222717285,0,2.5,2.5641026496887207,0,5,0,2.5,4.878048419952393,2.5,37.5,0,37371.36981201172,120958.1820678711,81126.06451416016,4229.265930175781,33403068416,8589930496,6285795328,0
200,1759429833840,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,5,0,4.761904716491699,0,0,0,4.761904716491699,0,0,40,0,37371.70251464844,120960.2671508789,81127.79620361328,4229.3045654296875,33403068416,8589930496,6286041088,0
199,1759429834040,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,5,0,0,5,0,5,0,5,0,4.761904716491699,26.3157901763916,0,37372.026916503906,120961.32806396484,81128.51171875,4229.349426269531,33403068416,8589930496,6286041088,0
200,1759429834240,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,5,0,0,5,0,5,0,5,0,4.761904716491699,26.3157901763916,0,37372.344177246094,120963.72827148438,81130.58911132813,4229.365295410156,33403068416,8589930496,6286041088,0
199,1759429834440,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,5,0,2.5,2.5,0,0,4.878048419952393,0,0,0,52.499996185302734,0,37372.658752441406,120964.65954589844,81131.19287109375,4229.393249511719,33403068416,8589930496,6284496896,0
200,1759429834640,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,0,0,31.57894515991211,4.761904716491699,0,0,0,0,0,0,37372.962951660156,120966.27514648438,81132.49304199219,4229.409973144531,33403068416,8589930496,6280011776,0
200,1759429834841,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,0,0,30.000001907348633,5,0,0,0,0,0,4.761904716491699,37373.28350830078,120968.32946777344,81134.21319580078,4229.439880371094,33403068416,8589930496,6280011776,0
200,1759429835041,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,5,0,0,4.761904716491699,40,0,0,5,4.761904716491699,5,4.761904716491699,0,37373.62664794922,120970.48974609375,81136.0166015625,4229.4840087890625,33403068416,8589930496,6283599872,0
200,1759429835241,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,5,0,0,0,25,0,5,0,0,0,0,0,37373.92565917969,120971.54516601563,81136.7650756836,4229.5,33403068416,8589930496,6283599872,0
200,1759429835441,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,0,5,20,10,0,0,0,0,4.545454502105713,0,37374.24755859375,120973.09399414063,81137.98272705078,4229.531555175781,33403068416,8589930496,6283722752,0
199,1759429835641,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,0,0,0,57.894737243652344,0,0,5,0,0,0,37374.57733154297,120975.99810791016,81140.54217529297,4229.563232421875,33403068416,8589930496,6269878272,0
199,1759429835841,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,10,5,0,5,0,35,5,5,0,5,0,5,37374.901123046875,120976.9898071289,81141.19732666016,4229.592712402344,33403068416,8589930496,6268538880,0
200,1759429836041,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,10,5,0,5,0,35,5,5,0,5,0,5,37375.22802734375,120978.73669433594,81142.6000366211,4229.6304931640625,33403068416,8589930496,6268538880,0
200,1759429836241,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,2.5,0,0,0,0,45,4.878048419952393,0,4.878048419952393,0,2.5,0,37375.54431152344,120980.71337890625,81144.25079345703,4229.6536865234375,33403068416,8589930496,6268538880,0
199,1759429836442,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,5,0,0,4.761904716491699,0,26.3157901763916,0,0,0,0,0,0,37375.875244140625,120982.50146484375,81145.68353271484,4229.693786621094,33403068416,8589930496,6268538880,0
200,1759429836642,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,5,0,0,4.761904716491699,0,26.3157901763916,0,0,0,0,0,0,37376.19763183594,120984.34552001953,81147.20568847656,4229.71728515625,33403068416,8589930496,6268538880,0
199,1759429836842,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,2.5641026496887207,0,2.5,2.5641026496887207,2.4390242099761963,55,2.5,2.5,0,2.5,0,0,37376.513671875,120985.81176757813,81148.32598876953,4229.740966796875,33403068416,8589930496,6268538880,0
199,1759429837042,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,9.523809432983398,0,0,5,0,45,0,0,0,0,5,0,37376.83953857422,120987.62774658203,81149.78979492188,4229.7762451171875,33403068416,8589930496,6268538880,0
199,1759429837242,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,9.523809432983398,0,0,5,0,45,0,0,0,0,5,0,37377.154235839844,120989.40612792969,81151.23706054688,4229.800476074219,33403068416,8589930496,6268538880,0
200,1759429837442,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,0,2.5,2.4390242099761963,55,0,4.878048419952393,5,0,0,0,37377.490966796875,120991.3345336914,81152.77941894531,4229.884582519531,33403068416,8589930496,6268280832,0
199,1759429837642,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,5,0,0,5,5,25,0,0,4.761904716491699,0,4.761904716491699,0,37377.83038330078,120993.48919677734,81154.38879394531,4230.078430175781,33403068416,8589930496,6271660032,0
200,1759429837842,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,5,0,0,5,5,25,0,0,4.761904716491699,0,4.761904716491699,0,37378.12390136719,120994.74786376953,81155.3642578125,4230.08740234375,33403068416,8589930496,6271660032,0
200,1759429838042,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,2.5,2.4390242099761963,0,0,0,22.5,0,0,0,0,2.5641026496887207,25,37378.45544433594,120997.12091064453,81157.37231445313,4230.127868652344,33403068416,8589930496,6271401984,0
200,1759429838242,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,5,0,0,5,4.761904716491699,9.523809432983398,0,0,0,0,38.095237731933594,37378.77069091797,120998.59759521484,81158.52801513672,4230.153991699219,33403068416,8589930496,6271401984,0
199,1759429838443,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,4.761904716491699,0,4.761904716491699,0,0,0,0,5,0,5,0,36.842105865478516,37379.09698486328,121000.224609375,81159.81311035156,4230.1796875,33403068416,8589930496,6271684608,0
200,1759429838643,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,4.761904716491699,0,4.761904716491699,0,0,0,0,5,0,5,0,36.842105865478516,37379.41564941406,121001.76672363281,81161.02563476563,4230.193908691406,33403068416,8589930496,6271684608,0
200,1759429838843,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,2.6315789222717285,2.5,5.128205299377441,2.5,0,0,0,0,0,5,2.5,40,37379.733459472656,121003.12585449219,81162.06341552734,4230.200988769531,33403068416,8589930496,6271684608,0
200,1759429839043,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,4.761904716491699,0,0,0,0,0,4.761904716491699,4.761904716491699,0,0,0,57.894737243652344,37380.07110595703,121006.29498291016,81164.86822509766,4230.244812011719,33403068416,8589930496,6271684608,0
200,1759429839243,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,5,5,9.523809432983398,0,0,0,5,0,0,47.619049072265625,37380.39471435547,121008.29956054688,81166.5400390625,4230.2698974609375,33403068416,8589930496,6271684608,0
200,1759429839443,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,5,5,0,0,0,0,5,5,0,9.523809432983398,0,55.55555725097656,37380.70782470703,121010.07122802734,81167.98046875,4230.286682128906,33403068416,8589930496,6272647168,0
200,1759429839643,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,5,0,9.523809432983398,0,0,0,0,5,4.761904716491699,5,5,30.000001907348633,37381.021423339844,121010.79724121094,81168.39031982422,4230.302673339844,33403068416,8589930496,6272647168,0
200,1759429839844,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,4.761904716491699,0,0,5,4.761904716491699,5,0,0,0,0,47.619049072265625,37381.338623046875,121012.58618164063,81169.84442138672,4230.328308105469,33403068416,8589930496,6273421312,0
200,1759429840044,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,0,0,0,4.761904716491699,0,0,0,0,5,0,80,37381.649475097656,121014.8715209961,81171.80895996094,4230.3480224609375,33403068416,8589930496,6273421312,0
200,1759429840244,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,10,5.263157844543457,4.761904716491699,11.111111640930176,0,5.263157844543457,0,5.882352828979492,5,5,44.4444465637207,37382.08807373047,121018.6586303711,81175.03643798828,4230.530700683594,33403068416,8589930496,6301536256,0
199,1759429840444,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,5,9.523809432983398,0,13.636363983154297,5,4.761904716491699,0,0,5,0,50,37382.486083984375,121022.64514160156,81178.4878540039,4230.696228027344,33403068416,8589930496,6318284800,0
199,1759429840644,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,5,0,0,0,5,0,5,5.555555820465088,5,4.761904716491699,55.55555725097656,37382.80438232422,121024.818359375,81180.31866455078,4230.719299316406,33403068416,8589930496,6318284800,0
200,1759429840844,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,5,0,0,0,5,0,5,5.555555820465088,5,4.761904716491699,55.55555725097656,37383.170166015625,121027.07495117188,81182.17364501953,4230.779235839844,33403068416,8589930496,6318530560,0
199,1759429841044,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,2.5,5.128205299377441,5,7.317072868347168,40,4.878048419952393,2.5,0,7.692307949066162,2.5,2.5,20,37383.50323486328,121028.8568725586,81183.5971069336,4230.819152832031,33403068416,8589930496,6318788608,0
200,1759429841244,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,2.5,5.128205299377441,5,7.317072868347168,40,4.878048419952393,2.5,0,7.692307949066162,2.5,2.5,20,37383.84100341797,121030.9574584961,81185.33795166016,4230.861572265625,33403068416,8589930496,6318788608,0
199,1759429841445,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,2.5641026496887207,7.317072868347168,2.5,52.499996185302734,5,0,0,2.702702760696411,2.5641026496887207,0,2.5641026496887207,37384.186096191406,121033.46905517578,81187.48791503906,4230.891357421875,33403068416,8589930496,6319288320,0
200,1759429841645,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,2.5641026496887207,7.317072868347168,2.5,52.499996185302734,5,0,0,2.702702760696411,2.5641026496887207,0,2.5641026496887207,37384.5341796875,121035.82696533203,81189.48748779297,4230.9300537109375,33403068416,8589930496,6320132096,0
200,1759429841845,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,12.5,34.14634323120117,5.263157844543457,28.205129623413086,30.76923179626465,20.512821197509766,30.000001907348633,32.5,10.526315689086914,22.5,30.76923179626465,64.10256958007813,37385.04071044922,121044.15008544922,81197.40600585938,4230.974914550781,33403068416,8589930496,6320934912,0
200,1759429842045,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,9.523809432983398,0,5,5.263157844543457,10.526315689086914,14.285715103149414,21.052631378173828,45,11.111111640930176,20,10.526315689086914,0,37385.46112060547,121047.12817382813,81199.97619628906,4230.999694824219,33403068416,8589930496,6320676864,0
200,1759429842245,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,9.523809432983398,0,5,5.263157844543457,10.526315689086914,14.285715103149414,21.052631378173828,45,11.111111640930176,20,10.526315689086914,0,37385.794982910156,121049.36932373047,81201.85772705078,4231.036193847656,33403068416,8589930496,6321164288,0
200,1759429842445,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,2.5641026496887207,2.5,4.878048419952393,7.317072868347168,2.5,0,2.5,48.71794891357422,0,0,0,2.5641026496887207,37386.13983154297,121052.57165527344,81204.6826171875,4231.077453613281,33403068416,8589930496,6334382080,0
199,1759429842646,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,5,0,0,0,5,0,35,23.809524536132813,9.523809432983398,0,5.263157844543457,37386.49768066406,121055.80047607422,81207.53295898438,4231.119445800781,33403068416,8589930496,6334341120,0
200,1759429842846,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,0,5,0,0,0,5,0,35,23.809524536132813,9.523809432983398,0,5.263157844543457,37386.81982421875,121057.57904052734,81208.982421875,4231.140808105469,33403068416,8589930496,6334341120,0
199,1759429843046,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,5,2.5,2.5,4.878048419952393,4.878048419952393,2.5,2.5,40,5.405405521392822,2.4390242099761963,0,2.6315789222717285,37387.15002441406,121058.38543701172,81209.43621826172,4231.180603027344,33403068416,8589930496,6334341120,0
200,1759429843246,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,5,2.5,2.5,4.878048419952393,4.878048419952393,2.5,2.5,40,5.405405521392822,2.4390242099761963,0,2.6315789222717285,37387.47216796875,121061.32019042969,81212.0415649414,4231.205627441406,33403068416,8589930496,6334341120,0
199,1759429843446,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,45,2.5,5,0,0,2.5641026496887207,4.878048419952393,0,2.5641026496887207,0,2.4390242099761963,7.142857551574707,37387.87316894531,121064.76306152344,81214.84582519531,4231.4803466796875,33403068416,8589930496,6334025728,0
200,1759429843646,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,80,15.000000953674316,0,0,0,0,0,0,0,0,0,4.761904716491699,37388.19775390625,121067.55438232422,81217.31384277344,4231.49755859375,33403068416,8589930496,6334017536,0
199,1759429843846,4402,800,4301,3499,4301,4400,4359,4395,4398,4307,800,3202,25,0,0,5,4.761904716491699,5,4.761904716491699,4.761904716491699,5,10.526315689086914,0,0,37388.519104003906,121069.47576904297,81218.90283203125,4231.517517089844,33403068416,8589930496,6337630208,0
