__run_id,__done,subject,gc,workload,jdk,energy_j,runtime_s,status,batch_num
run_47_repetition_0,DONE,CLBG-Fannkuch,Parallel,Heavy,oracle,1761089118431.0,4.72242,SUCCESS,1
run_48_repetition_0,DONE,CLBG-Fannkuch,G1,Light,openjdk,1761089251392.0,0.476394,SUCCESS,1
run_49_repetition_0,DONE,CLBG-Fannkuch,G1,Light,oracle,1761089384462.0,0.521898,SUCCESS,1
run_50_repetition_0,DONE,CLBG-Fannkuch,G1,Medium,openjdk,1761089507964.0,0.924624,SUCCESS,1
run_51_repetition_0,DONE,CLBG-Fannkuch,G1,Medium,oracle,1761089631291.0,0.696742,SUCCESS,1
run_52_repetition_0,DONE,CLBG-Fannkuch,G1,Heavy,openjdk,1761089758760.0,4.9325,SUCCESS,1
run_53_repetition_0,DONE,CLBG-Fannkuch,G1,Heavy,oracle,1761089896462.0,5.08483,SUCCESS,1
run_54_repetition_0,DONE,CLBG-NBody,Serial,Light,openjdk,1761090030081.0,0.93581,SUCCESS,1
run_55_repetition_0,DONE,CLBG-NBody,Serial,Light,oracle,1761090163379.0,0.698304,SUCCESS,1
run_56_repetition_0,DONE,CLBG-NBody,Serial,Medium,openjdk,1761090287830.0,2.14345,SUCCESS,1
run_57_repetition_0,DONE,CLBG-NBody,Serial,Medium,oracle,1761090422490.0,2.1293,SUCCESS,1
run_58_repetition_0,DONE,CLBG-NBody,Serial,Heavy,openjdk,1761090558539.0,3.67957,SUCCESS,1
run_59_repetition_0,DONE,CLBG-NBody,Serial,Heavy,oracle,1761090694757.0,3.71958,SUCCESS,1
run_60_repetition_0,DONE,CLBG-NBody,Parallel,Light,openjdk,1761090827906.0,0.685851,SUCCESS,1
run_61_repetition_0,DONE,CLBG-NBody,Parallel,Light,oracle,1761090951160.0,0.717889,SUCCESS,1
run_62_repetition_0,DONE,CLBG-NBody,Parallel,Medium,openjdk,1761091075917.0,2.11803,SUCCESS,1
run_63_repetition_0,DONE,CLBG-NBody,Parallel,Medium,oracle,1761091210687.0,2.0893,SUCCESS,1
run_64_repetition_0,DONE,CLBG-NBody,Parallel,Heavy,openjdk,1761091347133.0,3.90357,SUCCESS,1
run_65_repetition_0,DONE,CLBG-NBody,Parallel,Heavy,oracle,1761091483437.0,3.72406,SUCCESS,1
