entry_id,run_id,subject,gc,workload,jdk,energy_j,runtime_s,batch_source,throughput_idx,workload_k,throughput,energy_per_op,power_w,edp,nee,power_mean,power_ratio,cop,throughput_scaled,is_frontier,eff_index
102,run_8,PetClinic,Parallel,Medium,openjdk,1784.892525,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,594.964175,9.915518721182156,321298.50342525,3.9641093491028894,9.915518721182156,1.7068924780408092,0.10085201068338834,0.016665740792178214,False,19.9
103,run_49,ANDIE,G1,Light,openjdk,239.685849,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,239.685849,1.9972156403633028,28764.69873849,1.006517334656466,1.9972156403633028,0.6122940010477917,0.5006970603425153,0.008332638946754437,False,4.2
104,run_2,PetClinic,Serial,Medium,openjdk,639.174328,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,213.0581093333333,3.550771223820899,115057.77078327998,1.419557140747932,3.550771223820899,0.6112423226266742,0.28162895803912824,0.016665740792178214,False,14.3
105,run_2,PetClinic,Serial,Medium,openjdk,624.306141,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,208.102047,3.468174773623688,112381.34844141,1.386536038207929,3.468174773623688,0.5970238774279057,0.2883361033605466,0.016665740792178214,False,9.5
106,run_27,TodoApp,Parallel,Heavy,openjdk,2494.81417,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,498.962834,8.315770040998634,748469.1991417,6.694379805176891,8.315770040998634,1.8845164175758502,0.12025344557025663,0.016666111129629013,False,17.7
107,run_49,ANDIE,G1,Light,openjdk,280.07814,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,280.07814,2.3337900174985418,33612.17758140001,1.1761374488501428,2.3337900174985418,0.7154788889794808,0.42848756422047074,0.008332638946754437,False,16.2
108,run_30,TodoApp,Parallel,Heavy,oracle,2873.542753,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,574.7085506000001,9.57815657144762,862091.5613275301,7.710629034544728,9.57815657144762,2.1705979386170497,0.10440422356228642,0.016666111129629013,False,20.9
109,run_34,TodoApp,G1,Light,oracle,412.209272,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,412.209272,3.4347910340804932,49469.234732720004,1.1060885652992214,3.4347910340804932,0.778390944284661,0.2911385263551277,0.008332638946754437,False,12.6
110,run_48,ANDIE,Parallel,Heavy,oracle,3885.127933,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,777.0255866,12.949994776840773,1165577.23117933,16.31489146412872,12.949994776840773,3.9701291914665173,0.07722010836547656,0.016666111129629013,False,20.8
111,run_13,PetClinic,G1,Light,openjdk,1290.432671,120.0,service_apps,0.008333333333333333,1,0.0083333333333333,1290.432671,10.753605591666666,154851.92052,2.865951951644211,10.753605591666666,1.8511637174383808,0.09299206591461136,0.008333333333333333,True,17.1
112,run_1,PetClinic,Serial,Light,openjdk,1459.348498,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,1459.348498,12.16022413132239,175136.41324498,3.241101043056393,12.16022413132239,2.093304010077035,0.0822353263558846,0.008332638946754437,False,20.8
113,run_14,PetClinic,G1,Medium,openjdk,585.856776,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,195.285592,3.2545790567190713,105460.07824775999,1.3011429486360122,3.2545790567190713,0.5602547549262886,0.3072593974743069,0.016665740792178214,False,6.3
114,run_29,TodoApp,Parallel,Medium,oracle,481.044545,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,160.34818166666668,2.6723212321537697,86592.82854545,1.2907954933727614,2.6723212321537697,0.6056003485187201,0.3742065092953086,0.016665740792178214,False,4.9
115,run_25,TodoApp,Parallel,Light,openjdk,377.592173,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,377.592173,3.1463392467294393,45314.836681730005,1.0131998799429853,3.1463392467294393,0.7130221177944952,0.31782968128420397,0.008332638946754437,False,5.4
116,run_50,ANDIE,G1,Medium,openjdk,404.957277,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,134.985759,2.249637670129437,72896.35943277,1.7005447789109158,2.249637670129437,0.689679983529882,0.44451602730428275,0.016665740792178214,False,15.9
117,run_16,PetClinic,G1,Light,oracle,1174.636214,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,1174.636214,9.78781946504458,140968.09204214002,2.6087769053278,9.78781946504458,1.68490987623431,0.10216780188593776,0.008332638946754437,False,18.4
118,run_21,TodoApp,Serial,Heavy,openjdk,2532.75316,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,506.55063200000006,8.44222912569581,759851.2755316,6.796182180495614,8.44222912569581,1.9131745238111717,0.11845212740747305,0.016666111129629013,False,18.5
119,run_34,TodoApp,G1,Light,oracle,424.541638,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,424.541638,3.5375521873177234,50949.24197638,1.1391802251483596,3.5375521873177234,0.8016786349506877,0.2826813420831057,0.008332638946754437,False,15.8
120,run_38,ANDIE,Serial,Medium,openjdk,2434.814201,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,811.6047336666667,13.525994116993502,438290.90432201,10.224561484120963,13.525994116993502,4.14671550165526,0.07393171927700613,0.016665740792178214,False,21.5
121,run_34,TodoApp,G1,Light,oracle,376.836133,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,376.836133,3.140039438380135,45224.10432133001,1.0111711841913071,3.140039438380135,0.7115944577938803,0.31846733763187196,0.008332638946754437,False,4.6
122,run_16,PetClinic,G1,Light,oracle,493.23061,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,493.23061,4.109912590617449,59192.6055061,1.0954273408505204,4.109912590617449,0.7074948959900476,0.24331417711483885,0.008332638946754437,False,10.4
123,run_12,PetClinic,Parallel,Heavy,oracle,2582.054974,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,516.4109948,8.606563027899071,774642.31274974,5.734545984683878,8.606563027899071,1.4815642133499614,0.11619039990277139,0.016666111129629013,False,19.2
124,run_10,PetClinic,Parallel,Light,oracle,492.04238,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,492.04238,4.100011499041746,59050.0060238,1.092788373189493,4.100011499041746,0.7057904870518791,0.2439017549667165,0.008332638946754437,False,9.6
125,run_24,TodoApp,Serial,Heavy,oracle,2596.46546,300.04,service_apps,0.0033328889481402477,5,0.0166644447407012,519.293092,8.653731035861885,779043.4966184,6.9671425428304845,8.653731035861885,1.9611050004948145,0.11555709275639663,0.01666444474070124,False,22.4
126,run_28,TodoApp,Parallel,Light,oracle,424.927196,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,424.927196,3.540764902924756,50995.51279196,1.140214799875392,3.540764902924756,0.8024066992522022,0.2824248509619987,0.008332638946754437,False,16.6
127,run_31,TodoApp,G1,Light,openjdk,1103.947797,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,1103.947797,9.198798408465962,132484.77511797,2.9622430107515054,9.198798408465962,2.0846279463306234,0.10870985052565851,0.008332638946754437,False,19.8
128,run_51,ANDIE,G1,Heavy,openjdk,650.604597,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,130.1209194,2.1686097030098996,195187.88514597,2.732096231879272,2.1686097030098996,0.6648389312260027,0.46112493115384484,0.016666111129629013,False,11.2
129,run_17,PetClinic,G1,Medium,oracle,1684.474753,180.04,service_apps,0.005554321261941791,3,0.0166629637858253,561.4915843333333,9.356113935792047,303272.83453011996,3.741089182215652,9.356113935792047,1.610594558868652,0.10688198186369612,0.016662963785825373,False,20.8
130,run_52,ANDIE,G1,Light,oracle,277.246849,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,277.246849,2.3101978918423463,33272.39434849,1.1642479548193256,2.3101978918423463,0.7082461612162301,0.432863350594834,0.008332638946754437,False,11.4
131,run_38,ANDIE,Serial,Medium,openjdk,347.469936,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,115.823312,1.9302812954835844,62548.06317936,1.4591370968086348,1.9302812954835844,0.5917736841597964,0.5180592084375322,0.016665740792178214,False,4.7
132,run_1,PetClinic,Serial,Light,openjdk,509.416543,120.02,service_apps,0.008331944675887352,1,0.0083319446758873,509.416543,4.244430453257791,61140.17349086,1.131375056150215,4.244430453257791,0.7306512768471,0.23560287087103882,0.008331944675887352,False,17.2
133,run_9,PetClinic,Parallel,Heavy,openjdk,853.17726,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,170.63545200000002,2.8438294056864772,255961.7097726,1.8948412329801128,2.8438294056864772,0.48954685658833513,0.35163853288823,0.016666111129629013,False,8.0
134,run_6,PetClinic,Serial,Heavy,oracle,3504.901183,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,700.9802366,11.682614522849239,1051505.40391183,7.784116607924097,11.682614522849239,2.0110866020859337,0.08559727773643197,0.016666111129629013,False,20.8
135,run_22,TodoApp,Serial,Light,oracle,406.999447,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,406.999447,3.391379443379718,48844.00363447,1.092108948024358,3.391379443379718,0.7685530272925661,0.29486526550489395,0.008332638946754437,False,9.4
136,run_20,TodoApp,Serial,Medium,openjdk,1591.247513,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,530.4158376666667,8.839772862618744,286440.46481513,4.26982311715231,8.839772862618744,2.003265723452589,0.11312507861245592,0.016665740792178214,False,19.3
137,run_3,PetClinic,Serial,Heavy,openjdk,876.327835,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,175.265567,2.9209954168194394,262907.11377835,1.9462568837877756,2.9209954168194394,0.5028304867913512,0.34234904794505355,0.016666111129629013,False,11.2
138,run_45,ANDIE,Parallel,Heavy,openjdk,559.607088,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,111.9214176,1.8652947835072164,167887.72247088,2.349968665311678,1.8652947835072164,0.5718505218191928,0.5361082917520158,0.016666111129629013,False,3.2
139,run_23,TodoApp,Serial,Medium,oracle,549.092406,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,183.030802,3.0503439031164934,98842.12400406,1.473389544641872,3.0503439031164934,0.6912676921480992,0.32783188773512195,0.016665740792178214,False,16.1
140,run_21,TodoApp,Serial,Heavy,openjdk,785.848757,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,157.1697514,2.619408543048565,235762.48558756997,2.108682126326131,2.619408543048565,0.5936092964784125,0.3817655717180195,0.016666111129629013,False,10.5
141,run_22,TodoApp,Serial,Light,oracle,1220.915697,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,1220.915697,10.173449687526038,146522.09279696998,3.2761050839390844,10.173449687526038,2.3055030219693724,0.09829507499566534,0.008332638946754437,False,20.6
142,run_35,TodoApp,G1,Medium,oracle,496.388133,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,165.46271099999998,2.7575586522970945,89354.82782133,1.3319672194601413,2.7575586522970945,0.6249168179328521,0.3626396120956421,0.016665740792178214,False,7.3
143,run_53,ANDIE,G1,Medium,oracle,2386.485956,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,795.4953186666667,13.257518782289873,429591.33693955996,10.021615767680169,13.257518782289873,4.064407996373343,0.07542889558910942,0.016665740792178214,False,20.7
144,run_54,ANDIE,G1,Heavy,oracle,565.283587,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,113.0567174,1.8842158161394622,169590.72893587,2.3738060952955404,1.8842158161394622,0.5776512148140895,0.5307247670008859,0.016666111129629013,False,5.6
145,run_41,ANDIE,Serial,Medium,oracle,393.964446,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,131.321482,2.188569779456697,70917.53992446,1.6543823750618303,2.188569779456697,0.6709581678381326,0.45691940434645206,0.016665740792178214,False,8.7
146,run_8,PetClinic,Parallel,Medium,openjdk,556.118388,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,185.372796,3.08937496805733,100106.87102388,1.2350962706165336,3.08937496805733,0.5318159385408263,0.3236900701078778,0.016665740792178214,False,3.1
147,run_33,TodoApp,G1,Heavy,openjdk,800.550929,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,160.1101858,2.668414149528349,240173.28420929,2.1481327293059262,2.668414149528349,0.6047149270464897,0.3747544211518865,0.016666111129629013,False,16.1
148,run_33,TodoApp,G1,Heavy,openjdk,688.292489,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,137.65849780000002,2.2942318222725913,206494.62962489002,1.8469076349748876,2.2942318222725913,0.5199178805428404,0.4358757429357913,0.016666111129629013,False,3.3
149,run_47,ANDIE,Parallel,Medium,oracle,402.050607,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,134.016869,2.233490400533304,72373.12976607,1.6883387444147957,2.233490400533304,0.6847296536269902,0.44772970582780386,0.016665740792178214,False,14.3
150,run_39,ANDIE,Serial,Heavy,openjdk,654.263279,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,130.8526558,2.1808049031698946,196285.52633279,2.747460204639281,2.1808049031698946,0.6685776601587402,0.4585462911177688,0.016666111129629013,False,12.8
151,run_39,ANDIE,Serial,Heavy,openjdk,666.201664,300.04,service_apps,0.0033328889481402477,5,0.0166644447407012,133.2403328,2.220376163178243,199887.14726656003,2.797593291346051,2.220376163178243,0.6807091719631473,0.45037413776258595,0.01666444474070124,False,19.2
152,run_5,PetClinic,Serial,Medium,oracle,2612.767298,180.0,service_apps,0.005555555555555556,3,0.0166666666666666,870.9224326666667,14.51537387777778,470298.11364000005,5.802755699832457,14.51537387777778,2.4987278209661894,0.0688924727960982,0.016666666666666666,False,19.4
153,run_29,TodoApp,Parallel,Medium,oracle,528.017752,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,176.00591733333331,2.9332689961668796,95048.47553751999,1.4168395459144356,2.9332689961668796,0.6647362244493824,0.3409165682747727,0.016665740792178214,False,8.1
154,run_10,PetClinic,Parallel,Light,oracle,486.410315,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,486.410315,4.053081534872094,58374.10190315,1.0802799889542825,4.053081534872094,0.697711796961286,0.24672585325416052,0.008332638946754437,False,8.8
155,run_8,PetClinic,Parallel,Medium,openjdk,636.147236,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,212.04907866666667,3.5339549802788737,114512.86395236,1.4128342016747268,3.5339549802788737,0.6083475149602364,0.28296908296242285,0.016665740792178214,False,12.7
156,run_32,TodoApp,G1,Medium,openjdk,1561.901031,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,520.633677,8.676745908560637,281157.80459031,4.191077173339674,8.676745908560637,1.9663206215660303,0.11525058017584469,0.016665740792178214,False,18.5
157,run_14,PetClinic,G1,Medium,openjdk,1605.882059,180.03,service_apps,0.005554629783924902,3,0.0166638893517747,535.2940196666667,8.920080314392045,289106.94708177,3.566540839000095,8.920080314392045,1.5355341884060745,0.11210661392662087,0.016663889351774704,False,19.7
158,run_15,PetClinic,G1,Heavy,openjdk,1307.413645,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,261.482729,4.3579002199926675,392237.16763645003,2.9036653920040294,4.3579002199926675,0.7501843639977553,0.2294683103142923,0.016666111129629013,False,16.8
159,run_24,TodoApp,Serial,Heavy,oracle,776.085537,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,155.2171074,2.586865561147962,232833.42195537,2.082484302220659,2.586865561147962,0.5862344191830808,0.38656821406530084,0.016666111129629013,False,8.1
160,run_30,TodoApp,Parallel,Heavy,oracle,782.225292,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,156.4450584,2.607330728975701,234675.40985291998,2.098959217416741,2.607330728975701,0.5908722271755669,0.38353400621057904,0.016666111129629013,False,8.9
161,run_35,TodoApp,G1,Medium,oracle,540.927875,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,180.30929166666667,3.0049879173379255,97372.42677874998,1.451481511529674,3.0049879173379255,0.6809891371359186,0.33278004022255275,0.016665740792178214,False,12.1
162,run_16,PetClinic,G1,Light,oracle,507.891156,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,507.891156,4.2320736271977335,60952.017631560004,1.1279872886611333,4.2320736271977335,0.7285241290853481,0.23629078510672077,0.008332638946754437,False,14.4
163,run_30,TodoApp,Parallel,Heavy,oracle,801.646202,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,160.3292404,2.6720649378354056,240501.87706202,2.1510716950776154,2.6720649378354056,0.6055422672047459,0.3742424017621679,0.016666111129629013,False,16.9
164,run_13,PetClinic,G1,Light,openjdk,495.683545,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,495.683545,4.130352012332305,59486.98223545,1.1008751212799004,4.130352012332305,0.7110134103675216,0.2421101148314294,0.008332638946754437,False,11.2
165,run_6,PetClinic,Serial,Heavy,oracle,879.048958,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,175.80979159999998,2.9300655244825173,263723.47788958,1.952300289187974,2.9300655244825173,0.5043918472184215,0.341289295971158,0.016666111129629013,False,12.0
166,run_7,PetClinic,Parallel,Light,openjdk,479.198419,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,479.198419,3.9929874093825513,57508.602264190005,1.064262921283299,3.9929874093825513,0.6873669815606136,0.2504390566447174,0.008332638946754437,False,6.4
167,run_51,ANDIE,G1,Heavy,openjdk,3821.583173,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,764.3166346,12.73818597046765,1146513.16773173,16.048046747457168,12.73818597046765,3.9051941594697896,0.07850411371905001,0.016666111129629013,False,20.0
168,run_43,ANDIE,Parallel,Light,openjdk,272.704319,120.02,service_apps,0.008331944675887352,1,0.0083319446758873,272.704319,2.272157298783536,32729.97236638,1.1451724223785387,2.272157298783536,0.6965839118048581,0.44011037463620073,0.008331944675887352,False,10.4
169,run_31,TodoApp,G1,Light,openjdk,379.47614,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,379.47614,3.162037663528039,45540.9315614,1.0182551625327982,3.162037663528039,0.7165796866114603,0.3162517675024311,0.008332638946754437,False,6.2
170,run_50,ANDIE,G1,Medium,openjdk,2373.18289,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,791.0609633333333,13.183616965724127,427196.6520289,9.965751950150086,13.183616965724127,4.041751635169647,0.07585171828033868,0.016665740792178214,False,19.9
171,run_22,TodoApp,Serial,Light,oracle,372.672935,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,372.672935,3.1053490125822845,44724.47892935,1.0,3.1053490125822845,0.7037329276377511,0.3220249949194728,0.008332638946754437,True,3.0
172,run_20,TodoApp,Serial,Medium,openjdk,541.174518,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,180.391506,3.006358080106661,97416.82498518,1.452143333134723,3.006358080106661,0.6812996428641558,0.33262837405067913,0.016665740792178214,False,12.9
173,run_37,ANDIE,Serial,Light,openjdk,274.642791,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,274.642791,2.288499216731939,32959.88134791,1.153312684638019,2.288499216731939,0.7015939157940128,0.4369675954829632,0.008332638946754437,False,9.8
174,run_41,ANDIE,Serial,Medium,oracle,401.650156,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,133.88338533333334,2.2312657963446476,72301.04458156,1.6866571229304144,2.2312657963446476,0.6840476482531627,0.448176098803756,0.016665740792178214,False,12.7
175,run_41,ANDIE,Serial,Medium,oracle,347.140469,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,115.71348966666666,1.9284510249430589,62488.75582468999,1.4577535597826452,1.9284510249430589,0.591212571153464,0.518550892434267,0.016665740792178214,False,3.9
176,run_38,ANDIE,Serial,Medium,openjdk,393.710418,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,131.236806,2.1871585911893785,70871.81234418,1.6533156304602827,2.1871585911893785,0.6705255344794878,0.45721421575387416,0.016665740792178214,False,7.9
177,run_26,TodoApp,Parallel,Medium,openjdk,538.862634,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,179.62087799999998,2.993514993611466,97000.66274634,1.4459398131501016,2.993514993611466,0.6783891478368503,0.3340554505770389,0.016665740792178214,False,10.5
178,run_3,PetClinic,Serial,Heavy,openjdk,3645.815435,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,729.163087,12.152313039565348,1093781.08865435,8.097076349729862,12.152313039565348,2.0919421667491274,0.08228886112003637,0.016666111129629013,False,21.6
179,run_40,ANDIE,Serial,Light,oracle,280.447341,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,280.447341,2.336866436130322,33656.48539341,1.1776878416164362,2.336866436130322,0.7164220383494747,0.42792347244968176,0.008332638946754437,False,17.8
180,run_39,ANDIE,Serial,Heavy,openjdk,645.175472,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,129.0350944,2.1505132228925703,193559.09335472,2.7092976042284724,2.1505132228925703,0.6592910244341723,0.4650052784399714,0.016666111129629013,False,8.8
181,run_29,TodoApp,Parallel,Medium,oracle,543.151747,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,181.05058233333327,3.0173420754402533,97772.74597747,1.4574488673292039,3.0173420754402533,0.6837888314100966,0.33141751084158805,0.016665740792178214,False,13.7
182,run_15,PetClinic,G1,Heavy,openjdk,2507.639882,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,501.5279764,8.358520989300358,752317.04099882,5.569275774976685,8.358520989300358,1.438865379145998,0.11963839072487682,0.016666111129629013,False,17.6
183,run_29,TodoApp,Parallel,Medium,oracle,1591.925795,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,530.6419316666667,8.843540886617411,286562.56235795,4.2716431634618175,8.843540886617411,2.0041196315154983,0.11307687868704959,0.016665740792178214,False,20.1
184,run_16,PetClinic,G1,Light,oracle,479.751335,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,479.751335,3.997594658778435,57574.95771335,1.065490905295876,3.997594658778435,0.6881600897740541,0.25015042428177925,0.008332638946754437,False,7.2
185,run_15,PetClinic,G1,Heavy,openjdk,896.249964,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,179.2499928,2.9874002999900005,268883.95169963996,1.990502403737462,2.9874002999900005,0.5142616583494133,0.33473920451951056,0.016666111129629013,False,15.2
186,run_4,PetClinic,Serial,Light,oracle,496.183483,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,496.183483,4.134517815182068,59546.979794830004,1.1019854452193052,4.134517815182068,0.7117305264104848,0.24186617271982025,0.008332638946754437,False,12.0
187,run_1,PetClinic,Serial,Light,openjdk,454.178525,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,454.178525,3.7845056661944834,54505.96478525,1.0086956564033234,3.7845056661944834,0.6514781965900052,0.26423530262686906,0.008332638946754437,False,4.0
188,run_5,PetClinic,Serial,Medium,oracle,563.237511,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,187.745837,3.1289234542525417,101388.38435511,1.250907296572684,3.1289234542525417,0.5386239548940503,0.3195987420660269,0.016665740792178214,False,3.9
189,run_49,ANDIE,G1,Light,openjdk,1574.121702,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,1574.121702,13.11658780101658,188910.34545702,6.61023913815596,13.11658780101658,4.021202249006113,0.07623934022859943,0.008332638946754437,False,20.2
190,run_37,ANDIE,Serial,Light,openjdk,255.069537,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,255.069537,2.1254023581368218,30610.89513537,1.0711183476388664,2.1254023581368218,0.6515926910442584,0.47049914863020276,0.008332638946754437,False,7.4
191,run_3,PetClinic,Serial,Heavy,openjdk,885.482047,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,177.0964094,2.951508439718676,265653.46892047,1.9665876862672524,2.951508439718676,0.5080831065214448,0.3388098053669517,0.016666111129629013,False,13.6
192,run_31,TodoApp,G1,Light,openjdk,411.374924,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,411.374924,3.4278387134405466,49369.104629240006,1.1038497442804642,3.4278387134405466,0.776815412214674,0.2917290116594467,0.008332638946754437,False,11.8
193,run_47,ANDIE,Parallel,Medium,oracle,396.324608,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,132.10820266666667,2.2016810621632135,71342.39268608,1.6642934481414826,2.2016810621632135,0.6749777436841244,0.4541983928487226,0.016665740792178214,False,11.1
194,run_18,PetClinic,G1,Heavy,oracle,903.03614,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,180.607228,3.0100201326622447,270919.8723614,2.0055739799525387,3.0100201326622447,0.5181555163843252,0.33222369151250136,0.016666111129629013,False,16.0
195,run_17,PetClinic,G1,Medium,oracle,610.080775,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,203.3602583333333,3.3891493528137326,109820.64030775,1.3549425917873887,3.3891493528137326,0.5834201618636996,0.2950592894850686,0.016665740792178214,False,7.9
196,run_23,TodoApp,Serial,Medium,oracle,548.84851,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,182.94950333333333,3.0489890006110776,98798.2202851,1.472735094111409,3.0489890006110776,0.6909606446945162,0.3279775688923707,0.016665740792178214,False,15.3
197,run_19,TodoApp,Serial,Light,openjdk,412.620769,120.02,service_apps,0.008331944675887352,1,0.0083319446758873,412.620769,3.4379334194300952,49522.744695379995,1.1071927426122319,3.4379334194300952,0.7791030703719,0.290872416070748,0.008331944675887352,False,15.6
198,run_35,TodoApp,G1,Medium,oracle,2130.274575,180.0,service_apps,0.005555555555555556,3,0.0166666666666666,710.0915249999999,11.834858749999999,383449.4235,5.716204142916898,11.834858749999999,2.6820108665953266,0.084496149985736,0.016666666666666666,False,19.4
199,run_49,ANDIE,G1,Light,openjdk,280.189225,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,280.189225,2.334715648695942,33625.50889225001,1.1766039301989033,2.334715648695942,0.7157626632589811,0.42831768423642985,0.008332638946754437,False,17.0
200,run_10,PetClinic,Parallel,Light,oracle,1172.965625,120.04,service_apps,0.008330556481172941,1,0.0083305564811729,1172.965625,9.771456389536821,140802.79362500002,2.605066655337589,9.771456389536821,1.6820930785167947,0.10233888993976273,0.008330556481172941,False,20.0
201,run_39,ANDIE,Serial,Heavy,openjdk,560.504303,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,112.1008606,1.8682854004866507,168156.89594303002,2.353736357289246,1.8682854004866507,0.5727673666500325,0.5352501281332713,0.016666111129629013,False,4.0
202,run_50,ANDIE,G1,Medium,openjdk,406.084226,180.02,service_apps,0.005554938340184424,3,0.0166648150205532,135.36140866666668,2.2557728363515164,73103.28236452001,1.7052771972347602,2.2557728363515164,0.6915608647914201,0.4433070493114894,0.01666481502055327,False,19.1
203,run_2,PetClinic,Serial,Medium,openjdk,565.529924,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,188.5099746666667,3.1416583745347486,101801.04161924,1.255998569956388,3.1416583745347486,0.5408161891330632,0.318303227399157,0.016665740792178214,False,4.7
204,run_48,ANDIE,Parallel,Heavy,oracle,565.675859,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,113.1351718,1.8855233458884704,169708.41445858998,2.3754533705499936,1.8855233458884704,0.5780520691862111,0.530356732087448,0.016666111129629013,False,7.2
205,run_53,ANDIE,G1,Medium,oracle,346.091094,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,115.363698,1.9226214876951282,62299.857830939996,1.4533468994292627,1.9226214876951282,0.5894253877298737,0.5201231788992524,0.016665740792178214,False,3.1
206,run_7,PetClinic,Parallel,Light,openjdk,503.665031,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,503.665031,4.196858853428881,60444.840370310005,1.1186013892927793,4.196858853428881,0.722462133323739,0.23827344090521146,0.008332638946754437,False,13.6
207,run_40,ANDIE,Serial,Light,oracle,246.093425,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,246.093425,2.050607657695192,29533.67193425,1.0334247901613953,2.050607657695192,0.6286625950320691,0.4876603265609392,0.008332638946754437,False,6.6
