entry_id,run_id,subject,gc,workload,jdk,energy_j,runtime_s,batch_source,throughput_idx,workload_k,throughput,energy_per_op,power_w,edp,nee,power_mean,power_ratio,cop,throughput_scaled,is_frontier,eff_index
208,run_22,TodoApp,Serial,Light,oracle,421.329304,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,421.329304,3.51078496791934,50563.72977304,1.1305605114575867,3.51078496791934,0.7956126585996809,0.2848365847346806,0.008332638946754437,False,15.0
209,run_20,TodoApp,Serial,Medium,openjdk,474.514777,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,158.17159233333334,2.636046758513416,85417.40500777,1.2732740492678922,2.636046758513416,0.597379842086106,0.3793559415326701,0.016665740792178214,False,3.3
210,run_13,PetClinic,G1,Light,openjdk,483.10881,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,483.10881,4.02557128572619,57977.8882881,1.0729475996628826,4.02557128572619,0.692976085330198,0.2484119467827548,0.008332638946754437,False,8.0
211,run_27,TodoApp,Parallel,Heavy,openjdk,695.409475,300.01,service_apps,0.0033332222259258026,5,0.016666111129629,139.081895,2.317954318189394,208629.79659475002,1.866004771717592,2.317954318189394,0.5252938628993368,0.43141488689092133,0.016666111129629013,False,4.9
212,run_14,PetClinic,G1,Medium,openjdk,621.296078,180.01,service_apps,0.005555246930726071,3,0.0166657407921782,207.09869266666664,3.4514531303816454,111839.50700078,1.3798509192371444,3.4514531303816454,0.5941453545918436,0.2897330377160372,0.016665740792178214,False,8.7
213,run_46,ANDIE,Parallel,Light,oracle,277.946127,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,277.946127,2.316024722939755,33356.31470127,1.1671844461961858,2.316024722939755,0.7100325150049541,0.4317743200645498,0.008332638946754437,False,13.8
214,run_52,ANDIE,G1,Light,oracle,278.336384,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,278.336384,2.3192765936171984,33403.149443840004,1.168823259822897,2.3192765936171984,0.711029453376426,0.4311689268766242,0.008332638946754437,False,14.6
215,run_25,TodoApp,Parallel,Light,openjdk,1061.056549,120.01,service_apps,0.008332638946754437,1,0.0083326389467544,1061.056549,8.841401124906257,127337.39644549,2.8471521523289582,8.841401124906257,2.0036347195885824,0.11310424511596885,0.008332638946754437,False,18.2
216,batch1_run_30_repetition_0,CLBG-BinaryTrees,G1,Light,openjdk,1761.170633057,495.271,benchmarks,0.0020190966157921622,1,0.0020190966157921,1761.170633057,3.5559736650379286,872256.7406047735,1.000048369555829,3.5559736650379286,1.3636378933633087,0.2812169307753672,0.0020190966157921622,False,8.6
217,batch2_run_26_repetition_0,CLBG-BinaryTrees,Parallel,Medium,openjdk,1761.186464826,701.505,benchmarks,0.0014255065894042095,3,0.0042765197682126,587.062154942,2.510582910778968,1235481.111007763,1.0000573593348308,2.510582910778968,0.9627534717786048,0.3983138719325251,0.004276519768212628,False,11.0
218,batch1_run_79_repetition_0,Rosetta,Parallel,Light,oracle,1761.176933868,531.042,benchmarks,0.0018830902263851069,1,0.0018830902263851,1761.176933868,3.316455071101721,935258.9213151305,1.0000479979231958,3.316455071101721,0.974741818322673,0.30152677439040404,0.0018830902263851069,False,10.2
219,batch2_run_37_repetition_0,CLBG-Fannkuch,Serial,Light,oracle,1761.187820485,503.846,benchmarks,0.0019847334304529556,1,0.0019847334304529,1761.187820485,3.4954883446231584,887367.4386000853,1.0000568533033194,3.4954883446231584,1.753517019201064,0.28608305947814794,0.0019847334304529556,False,10.8
220,batch3_run_16_repetition_0,DaCapo,G1,Heavy,openjdk,1761.085176192,8300.64,benchmarks,0.00012047263825439967,5,0.0006023631912719,352.2170352384,0.21216257736656452,14618134.056906363,1.0000013489706443,0.21216257736656452,0.2871333603030928,4.713366572052181,0.0006023631912719983,False,9.0
221,batch2_run_47_repetition_0,CLBG-Fannkuch,Parallel,Heavy,oracle,1761.189119338,4739.71,benchmarks,0.0002109833724004211,5,0.0010549168620021,352.2378238676,0.371581619832859,8347525.680817512,1.0000575908321787,0.371581619832859,0.18640448205226753,2.691198774712834,0.0010549168620021057,False,11.6
222,batch3_run_29_repetition_0,CLBG-BinaryTrees,Parallel,Heavy,oracle,1761.086835013,887.167,benchmarks,0.001127183495328388,5,0.0056359174766419,352.2173670026,1.9850680142667614,1562378.1241579782,1.0000007863769471,1.9850680142667614,0.7612300371546031,0.5037610766044089,0.00563591747664194,False,6.4
223,batch1_run_45_repetition_0,CLBG-Fannkuch,Parallel,Medium,oracle,1761.172510598,732.2729999999999,benchmarks,0.0013656109128699272,3,0.0040968327386097,587.0575035326666,2.4050763999191562,1289659.077853129,1.0000481598765085,2.4050763999191562,1.206510216583694,0.41578720743907094,0.004096832738609781,False,9.4
224,batch2_run_68_repetition_0,CLBG-NBody,G1,Medium,openjdk,1761.191886275,2145.58,benchmarks,0.00046607444140978196,3,0.0013982233242293,587.0639620916667,0.8208465246110609,3778778.087353914,1.0000578370169952,0.8208465246110609,0.6931254274794524,1.2182545336033759,0.001398223324229346,False,13.6
225,batch3_run_67_repetition_0,CLBG-NBody,G1,Light,oracle,1761.091739921,740.668,benchmarks,0.0013501325830196525,1,0.0013501325830196,1761.091739921,2.3777073397541137,1304384.2968238073,1.0000009708986883,2.3777073397541137,2.007743672995377,0.4205732065004321,0.0013501325830196525,False,9.4
226,batch3_run_3_repetition_0,DaCapo,Serial,Medium,oracle,1761.083397876,2296.55,benchmarks,0.0004354357623391609,3,0.0013063072870174,587.0277992919999,0.7668386918969758,4044416.077392128,1.0000003391850738,0.7668386918969758,1.0378124792214487,1.3040552212176968,0.0013063072870174827,False,5.0
227,batch3_run_88_repetition_0,Rosetta,G1,Heavy,openjdk,1761.094372068,545.881,benchmarks,0.001831901091996241,5,0.0091595054599812,352.2188744136,3.2261507032998034,961347.9569188518,1.0000011169078886,3.2261507032998034,0.9482003932810007,0.3099669209430204,0.009159505459981206,False,9.2
228,batch3_run_47_repetition_0,CLBG-Fannkuch,Parallel,Heavy,oracle,1761.089118431,4722.42,benchmarks,0.00021175583704964826,5,0.0010587791852482,352.2178236862,0.37292090039238357,8316602.474660924,1.0000008072278301,0.37292090039238357,0.18707633417222208,2.6815338023366624,0.0010587791852482414,False,6.6
229,batch1_run_82_repetition_0,Rosetta,Parallel,Heavy,openjdk,1761.177302962,505.39,benchmarks,0.001978669938067631,5,0.0098933496903381,352.23546059240005,3.484788584977938,890081.3971439652,1.0000482075056112,3.484788584977938,1.0242168487037846,0.28696145422157104,0.009893349690338156,False,8.8
230,batch2_run_75_repetition_0,Rosetta,Serial,Medium,oracle,1761.192795637,499.629,benchmarks,0.0020014851019456437,3,0.0060044553058369,587.0642652123333,3.525001142121454,879942.9952913187,1.000057004701576,3.525001142121454,1.0360357517882923,0.2836878513458209,0.006004455305836931,False,10.0
231,batch3_run_14_repetition_0,DaCapo,G1,Medium,openjdk,1761.084900439,2305.12,benchmarks,0.00043381689456514197,3,0.0013014506836954,587.0283001463333,0.7639883825740091,4059512.0256999475,1.0000011923891365,0.7639883825740091,1.0339549709654443,1.308920427076164,0.0013014506836954258,False,6.4
232,batch3_run_46_repetition_0,CLBG-Fannkuch,Parallel,Heavy,openjdk,1761.088981125,4720.49,benchmarks,0.00021184241466457932,5,0.0010592120733228,352.217796225,0.37307334220070376,8313202.924510751,1.0000007292612414,0.37307334220070376,0.1871528068361171,2.680438098581769,0.0010592120733228967,False,6.0
233,batch2_run_56_repetition_0,CLBG-NBody,Serial,Medium,openjdk,1761.19028849,2157.11,benchmarks,0.0004635832201417637,3,0.0013907496604252,587.0634294966667,0.8164582652205961,3799081.1832046644,1.0000569297465136,0.8164582652205961,0.6894199672323643,1.2248023476494705,0.0013907496604252912,False,12.2
234,batch2_run_14_repetition_0,DaCapo,G1,Medium,openjdk,1761.184919036,2342.15,benchmarks,0.0004269581367546912,3,0.001280874410264,587.0616396786667,0.7519522315120722,4124959.258120168,1.0000579861963155,0.7519522315120722,1.0176656680052973,1.3298717100541584,0.0012808744102640736,False,13.0
235,batch1_run_60_repetition_0,CLBG-NBody,Parallel,Light,openjdk,1761.174495415,728.7660000000001,benchmarks,0.0013721825661460604,1,0.001372182566146,1761.174495415,2.416652938549548,1283484.092325608,1.0000479619625102,2.416652938549548,2.0406294610253854,0.4137954540548096,0.0013721825661460604,False,9.4
236,batch3_run_41_repetition_0,CLBG-Fannkuch,Serial,Heavy,oracle,1761.088330858,4712.84,benchmarks,0.0002121862825812037,5,0.001060931412906,352.2176661716,0.37367878622189593,8299727.529200817,1.00000036001955,0.37367878622189593,0.1874565287458088,2.6760951835413676,0.0010609314129060184,False,5.2
237,batch3_run_86_repetition_0,Rosetta,G1,Medium,openjdk,1761.094125884,522.599,benchmarks,0.0019135130377210823,3,0.0057405391131632,587.0313752946666,3.369876570533047,920346.0290928526,1.000000977117382,3.369876570533047,0.9904429716254725,0.2967467736783665,0.005740539113163247,False,7.6
238,batch1_run_46_repetition_0,CLBG-Fannkuch,Parallel,Heavy,openjdk,1761.172648137,4923.530000000001,benchmarks,0.00020310630787260357,5,0.001015531539363,352.2345296274,0.357705274089322,8671186.368281964,1.0000482379754017,0.357705274089322,0.17944339220539707,2.795597583921258,0.0010155315393630179,False,9.8
239,batch1_run_42_repetition_0,CLBG-Fannkuch,Parallel,Light,openjdk,1761.172141125,522.205,benchmarks,0.0019149567698509204,1,0.0019149567698509,1761.172141125,3.3725685145201596,919692.8979561807,1.000047950078325,3.3725685145201596,1.6918541003661427,0.29650991394085213,0.0019149567698509204,False,9.8
240,batch3_run_5_repetition_0,DaCapo,Serial,Heavy,oracle,1761.083679146,8133.419999999999,benchmarks,0.0001229495095544064,5,0.000614747547772,352.2167358292,0.2165243746352703,14323633.217639657,1.0000004988993132,0.2165243746352703,0.29303646311354026,4.6184176801548285,0.000614747547772032,False,6.2
241,batch1_run_9_repetition_0,DaCapo,Parallel,Medium,oracle,1761.167889663,2371.93,benchmarks,0.0004215976019528401,3,0.0012647928058585,587.0559632210001,0.7425041589182649,4177366.9525283594,1.0000483163653484,0.7425041589182649,1.0048789792974189,1.346793803090442,0.0012647928058585204,False,11.4
242,batch1_run_22_repetition_0,CLBG-BinaryTrees,Serial,Heavy,openjdk,1761.169626722,878.885,benchmarks,0.0011378052873811705,5,0.0056890264369058,352.2339253444,2.003868113259414,1547865.567381565,1.000047798126998,2.003868113259414,0.7684394627016534,0.4990348383624104,0.0056890264369058524,False,7.0
243,batch3_run_19_repetition_0,CLBG-BinaryTrees,Serial,Light,oracle,1761.085573253,494.843,benchmarks,0.002020842974438357,1,0.0020208429744383,1761.085573253,3.5588774080930716,871460.8683252343,1.0000000699097253,3.5588774080930716,1.3647514151257205,0.2809874815372814,0.002020842974438357,True,4.8
244,batch2_run_19_repetition_0,CLBG-BinaryTrees,Serial,Light,oracle,1761.185591944,540.59,benchmarks,0.0018498307404872453,1,0.0018498307404872,1761.185591944,3.257895247681237,952079.319149007,1.0000568636848326,3.257895247681237,1.2493313592351902,0.30694664007743544,0.0018498307404872453,False,13.0
245,batch1_run_24_repetition_0,CLBG-BinaryTrees,Parallel,Light,openjdk,1761.169883071,505.213,benchmarks,0.001979363159696999,1,0.0019793631596969,1761.169883071,3.4859947845186086,889765.9201359492,1.0000479436900653,3.4859947845186086,1.3368025278066094,0.2868621618256646,0.001979363159696999,False,8.6
246,batch2_run_23_repetition_0,CLBG-BinaryTrees,Serial,Heavy,oracle,1761.186085192,875.3919999999999,benchmarks,0.0011423453721304286,5,0.0057117268606521,352.2372170384,2.011882773879588,1541728.2094883951,1.0000571437666426,2.011882773879588,0.7715129092323659,0.4970468523231416,0.005711726860652143,False,9.6
247,batch1_run_68_repetition_0,CLBG-NBody,G1,Medium,openjdk,1761.175532045,2141.62,benchmarks,0.00046693624452517256,3,0.0014008087335755,587.0585106816667,0.822356688882715,3771768.7429382126,1.0000485505922694,0.822356688882715,0.6944006150144796,1.2160173480909335,0.0014008087335755177,False,10.8
248,batch2_run_54_repetition_0,CLBG-NBody,Serial,Light,openjdk,1761.190040565,934.201,benchmarks,0.0010704334506171584,1,0.0010704334506171,1761.190040565,1.885236732314566,1645305.4970858635,1.0000567889672258,1.885236732314566,1.5918999189338732,0.5304373625121699,0.0010704334506171584,False,12.4
249,batch3_run_44_repetition_0,CLBG-Fannkuch,Parallel,Medium,openjdk,1761.088710576,963.057,benchmarks,0.0010383601386003112,3,0.0031150804158009,587.029570192,1.8286443176011389,1696028.810341191,1.000000575635161,1.8286443176011389,0.9173421899435931,0.5468532017816482,0.0031150804158009337,False,8.4
250,batch3_run_72_repetition_0,Rosetta,Serial,Light,openjdk,1761.09240509,490.57,benchmarks,0.0020384450740974784,1,0.0020384450740974,1761.09240509,3.589890138186192,863939.1011650013,1.0,3.589890138186192,1.0551073256999701,0.27856005657745686,0.0020384450740974784,True,4.8
251,batch1_run_6_repetition_0,DaCapo,Parallel,Light,openjdk,1761.167485952,1332.04,benchmarks,0.0007507282063601694,1,0.0007507282063601,1761.167485952,1.3221581078285938,2345945.5379875023,1.0000480871251334,1.3221581078285938,1.7893622196005203,0.756339195803382,0.0007507282063601694,False,9.0
252,batch2_run_30_repetition_0,CLBG-BinaryTrees,G1,Light,openjdk,1761.186957527,536.122,benchmarks,0.0018652470892819174,1,0.0018652470892819,1761.186957527,3.2850488462085123,944211.0740432902,1.0000576391060367,3.2850488462085123,1.2597441686035553,0.3044094766366,0.0018652470892819174,False,13.8
253,batch1_run_67_repetition_0,CLBG-NBody,G1,Light,oracle,1761.175407533,737.581,benchmarks,0.0013557832970209373,1,0.0013557832970209,1761.175407533,2.3877722006572837,1299009.5182635977,1.0000484798906029,2.3877722006572837,2.0162424736930302,0.41880041979076954,0.0013557832970209373,False,11.4
254,batch2_run_29_repetition_0,CLBG-BinaryTrees,Parallel,Heavy,oracle,1761.186834664,881.378,benchmarks,0.0011345869763030164,5,0.005672934881515,352.2373669328,1.998219645446108,1552271.3299624869,1.0000575693405405,1.998219645446108,0.7662733992053467,0.5004454851992746,0.0056729348815150816,False,10.8
255,batch2_run_28_repetition_0,CLBG-BinaryTrees,Parallel,Heavy,openjdk,1761.186711447,920.448,benchmarks,0.0010864274787929357,5,0.0054321373939646,352.23734228940003,1.9134016386009858,1621080.7861779684,1.0000574993740323,1.9134016386009858,0.733747554227717,0.5226294259532285,0.005432137393964678,False,11.8
256,batch1_run_25_repetition_0,CLBG-BinaryTrees,Parallel,Light,oracle,1761.170006066,526.098,benchmarks,0.0019007865454725168,1,0.0019007865454725,1761.170006066,3.3476082518200037,926548.0178513104,1.0000480135305152,3.3476082518200037,1.2837343282936735,0.29872073575404984,0.0019007865454725168,False,9.8
257,batch2_run_35_repetition_0,CLBG-BinaryTrees,G1,Heavy,oracle,1761.187574473,1145.64,benchmarks,0.0008728745504696065,5,0.004364372752348,352.2375148946,1.5372958123607765,2017686.932819248,1.000057989427482,1.5372958123607765,0.5895192204753085,0.6504928927532377,0.004364372752348032,False,14.6
258,batch3_run_64_repetition_0,CLBG-NBody,Parallel,Heavy,openjdk,1761.091347133,3903.57,benchmarks,0.00025617575706340603,5,0.001280878785317,352.2182694266,0.4511489091096099,6874543.349927966,1.000000747861823,0.4511489091096099,0.3809515799943892,2.216563045610829,0.0012808787853170302,False,7.4
259,batch1_run_19_repetition_0,CLBG-BinaryTrees,Serial,Light,oracle,1761.169246857,495.351,benchmarks,0.0020187705283728104,1,0.0020187705283728,1761.169246857,3.5553965710314506,872396.9475998618,1.0000475824276407,3.5553965710314506,1.3634165904715005,0.28126257648662006,0.0020187705283728104,False,7.6
260,batch1_run_77_repetition_0,Rosetta,Serial,Heavy,oracle,1761.176687563,549.946,benchmarks,0.001818360348106905,5,0.0090918017405345,352.23533751260004,3.2024538546748227,968552.0746185217,1.0000478580639813,3.2024538546748227,0.9412356345787043,0.3122605493722376,0.009091801740534524,False,10.6
261,batch3_run_36_repetition_0,CLBG-Fannkuch,Serial,Light,openjdk,1761.087696832,491.769,benchmarks,0.0020334750665454717,1,0.0020334750665454,1761.087696832,3.581127921507862,866048.3355833758,1.0,3.581127921507862,1.796478242577907,0.27924163054721096,0.0020334750665454717,True,5.0
262,batch2_run_0_repetition_0,DaCapo,Serial,Light,openjdk,1761.183022115,1336.15,benchmarks,0.0007484189649365714,1,0.0007484189649365,1761.183022115,1.3181027744751712,2353204.6949989577,1.0000569090629747,1.3181027744751712,1.7838738742600242,0.7586661824592319,0.0007484189649365714,False,10.8
263,batch3_run_28_repetition_0,CLBG-BinaryTrees,Parallel,Heavy,openjdk,1761.086711835,895.255,benchmarks,0.0011170001843050304,5,0.0055850009215251,352.217342367,1.9671341816968348,1576621.684203843,1.0000007164325841,1.9671341816968348,0.7543528057774344,0.5083537306730177,0.005585000921525152,False,6.4
264,batch2_run_3_repetition_0,DaCapo,Serial,Medium,oracle,1761.183425886,2334.1400000000003,benchmarks,0.0004284233165105777,3,0.0012852699495317,587.061141962,0.7545320443015413,4110848.6816975484,1.0000571383372598,0.7545320443015413,1.021157095779166,1.3253247593025483,0.001285269949531733,False,11.0
265,batch3_run_0_repetition_0,DaCapo,Serial,Light,openjdk,1761.082800543,1507.71,benchmarks,0.0006632575229984545,1,0.0006632575229984,1761.082800543,1.1680514160833317,2655202.1492066868,1.0,1.1680514160833317,1.5807996502951978,0.8561266963342797,0.0006632575229984545,True,7.0
266,batch1_run_15_repetition_0,DaCapo,G1,Medium,oracle,1761.168709045,2345.89,benchmarks,0.0004262774469391148,3,0.0012788323408173,587.0562363483333,0.7507465009207593,4131508.062861575,1.0000487816370551,0.7507465009207593,1.0160338746862252,1.33200754019305,0.0012788323408173445,False,11.4
267,batch2_run_62_repetition_0,CLBG-NBody,Parallel,Medium,openjdk,1761.191087482,2112.28,benchmarks,0.0004734220841933834,3,0.0014202662525801,587.0636958273334,0.83378675529854,3720128.7102664793,1.0000573834382536,0.83378675529854,0.7040521996080077,1.1993474274389821,0.0014202662525801503,False,11.0
268,batch3_run_52_repetition_0,CLBG-Fannkuch,G1,Heavy,openjdk,1761.08975876,4932.5,benchmarks,0.00020273694880892042,5,0.0010136847440446,352.217951752,0.35703796426964013,8686575.2350837,1.000001170826418,0.35703796426964013,0.17910863522424675,2.800822601724185,0.0010136847440446021,False,8.4
269,batch3_run_70_repetition_0,CLBG-NBody,G1,Heavy,openjdk,1761.092135599,3921.41,benchmarks,0.00025501031516724854,5,0.0012750515758362,352.2184271198,0.4490966605376637,6905964.311459274,1.0000011955765826,0.4490966605376637,0.3792186547445707,2.226692130827222,0.0012750515758362425,False,8.6
270,batch2_run_25_repetition_0,CLBG-BinaryTrees,Parallel,Light,oracle,1761.186341456,518.112,benchmarks,0.0019300846149095177,1,0.0019300846149095,1761.186341456,3.399238661633006,912491.7777444511,1.000057289281444,3.399238661633006,1.3035334578437896,0.29418352152996413,0.0019300846149095177,False,11.8
271,batch1_run_33_repetition_0,CLBG-BinaryTrees,G1,Medium,oracle,1761.171002671,756.5880000000001,benchmarks,0.0013217233157279786,3,0.0039651699471839,587.0570008903334,2.327780777214283,1332480.8465688466,1.0000485794343446,2.327780777214283,0.8926528636758712,0.4295937185273635,0.003965169947183936,False,12.2
272,batch3_run_4_repetition_0,DaCapo,Serial,Heavy,openjdk,1761.083538584,8132.33,benchmarks,0.00012296598883714753,5,0.0006148299441857,352.2167077168,0.21655337874680444,14321712.493332822,1.0000004190836453,0.21655337874680444,0.29307571625662876,4.61779911164169,0.0006148299441857376,False,5.6
273,batch2_run_52_repetition_0,CLBG-Fannkuch,G1,Heavy,openjdk,1761.189769603,4944.49,benchmarks,0.0002022453276273185,5,0.0010112266381365,352.23795392060003,0.35619240196724034,8708185.203904338,1.0000579600727344,0.35619240196724034,0.1786844576153202,2.80747145216189,0.0010112266381365924,False,13.6
274,batch3_run_17_repetition_0,DaCapo,G1,Heavy,oracle,1761.08531709,8349.74,benchmarks,0.000119764208226843,5,0.0005988210411342,352.217063418,0.2109149886212026,14704604.515519056,1.0000014289771038,0.2109149886212026,0.2854449176324838,4.741246729486694,0.000598821041134215,False,9.8
275,batch1_run_37_repetition_0,CLBG-Fannkuch,Serial,Light,oracle,1761.17149576,554.622,benchmarks,0.0018030298112949,1,0.0018030298112949,1761.17149576,3.1754447096581098,976784.4573214026,1.0000475836201403,3.1754447096581098,1.5929666452707836,0.31491652081313265,0.0018030298112949,False,10.4
276,batch1_run_16_repetition_0,DaCapo,G1,Heavy,openjdk,1761.168849885,8135.41,benchmarks,0.00012291943491477382,5,0.0006145971745738,352.233769977,0.21648187981736633,14327830.673042929,1.0000488616105805,0.21648187981736633,0.2929789521235641,4.619324263276188,0.0006145971745738691,False,10.0
277,batch1_run_75_repetition_0,Rosetta,Serial,Medium,oracle,1761.176441206,530.2170000000001,benchmarks,0.0018860202520854666,3,0.0056580607562564,587.0588137353333,3.321614435610325,933805.6891269218,1.00004771817524,3.321614435610325,0.9762582110476424,0.3010584218563154,0.0056580607562564,False,9.4
278,batch2_run_58_repetition_0,CLBG-NBody,Serial,Heavy,openjdk,1761.190559707,3722.46,benchmarks,0.0002686395555627193,5,0.0013431977778135,352.2381119414,0.47312544922094524,6555961.410886919,1.0000570837517009,0.47312544922094524,0.3995086406658786,2.11360433400193,0.0013431977778135963,False,10.2
279,batch1_run_10_repetition_0,DaCapo,Parallel,Heavy,openjdk,1761.168030311,8120.96,benchmarks,0.0001231381511545433,5,0.0006156907557727,352.2336060622,0.2168669751249852,14302375.127434418,1.0000483962298499,0.2168669751249852,0.2935001265506758,4.611121630777014,0.0006156907557727166,False,8.0
280,batch3_run_53_repetition_0,CLBG-Fannkuch,G1,Heavy,oracle,1761.089896462,5084.83,benchmarks,0.0001966634086095307,5,0.0009833170430476,352.2179792924,0.34634194190602247,8954842.738226872,1.0000012490178678,0.34634194190602247,0.17374295941496845,2.887319954657248,0.0009833170430476536,False,9.8
281,batch1_run_66_repetition_0,CLBG-NBody,G1,Light,openjdk,1761.175284425,724.858,benchmarks,0.00137958055232887,1,0.0013795805523288,1761.175284425,2.4296831716349963,1276601.9943177365,1.00004840998617,2.4296831716349963,2.051632231466288,0.41157629590325323,0.00137958055232887,False,9.8
282,batch3_run_73_repetition_0,Rosetta,Serial,Light,oracle,1761.092527962,512.1,benchmarks,0.0019527436047646943,1,0.0019527436047646,1761.092527962,3.438962171376684,901855.4835693403,1.000000069770331,3.438962171376684,1.010747972821786,0.2907854027366868,0.0019527436047646943,False,6.0
283,batch3_run_45_repetition_0,CLBG-Fannkuch,Parallel,Medium,oracle,1761.08884387,701.126,benchmarks,0.0014262771598828172,3,0.0042788314796484,587.0296146233333,2.5118007945362173,1234745.1767471975,1.0000006513236122,2.5118007945362173,1.2600486706920635,0.39812074356184823,0.0042788314796484515,False,6.0
284,batch3_run_2_repetition_0,DaCapo,Serial,Medium,openjdk,1761.083213205,2323.17,benchmarks,0.00043044632979936893,3,0.0012913389893981,587.027737735,0.7580518055953718,4091295.68842146,1.0000002343228835,0.7580518055953718,1.0259206167558939,1.3191710548259994,0.0012913389893981068,False,5.4
285,batch1_run_73_repetition_0,Rosetta,Serial,Light,oracle,1761.176195162,494.753,benchmarks,0.002021210583867101,1,0.0020212105838671,1761.176195162,3.5597079657162265,871347.206084985,1.0000475784642293,3.5597079657162265,1.0462364605612695,0.2809219210202251,0.002021210583867101,False,7.8
286,batch1_run_18_repetition_0,CLBG-BinaryTrees,Serial,Light,openjdk,1761.16912374,514.106,benchmarks,0.0019451241572749588,1,0.0019451241572749,1761.16912374,3.4256926076334455,905427.6135294765,1.0000475125179153,3.4256926076334455,1.3136779658163484,0.29191177216884767,0.0019451241572749588,False,8.0
287,batch2_run_11_repetition_0,DaCapo,Parallel,Heavy,oracle,1761.184526323,8144.71,benchmarks,0.00012277907991813092,5,0.0006138953995906,352.2369052646,0.21623661570798713,14344337.2233882,1.0000577632011218,0.21623661570798713,0.29264702031559914,4.624563683286794,0.0006138953995906546,False,12.8
288,batch3_run_15_repetition_0,DaCapo,G1,Medium,oracle,1761.085035322,2318.74,benchmarks,0.00043126870628013497,3,0.0012938061188404,587.0283451073334,0.7595008648326247,4083498.314802534,1.000001268980084,0.7595008648326247,1.0278817224948753,1.3166541952791264,0.0012938061188404047,False,7.0
289,batch2_run_22_repetition_0,CLBG-BinaryTrees,Serial,Heavy,openjdk,1761.185961901,910.52,benchmarks,0.0010982735140359354,5,0.0054913675701796,352.2371923802,1.9342638952477704,1603595.0420300984,1.0000570737581145,1.9342638952477704,0.7417477719976995,0.5169925378108268,0.005491367570179677,False,10.8
290,batch2_run_80_repetition_0,Rosetta,Parallel,Medium,openjdk,1761.193410808,492.702,benchmarks,0.00202962439770896,3,0.0060888731931268,587.0644702693334,3.5745611156601758,867743.5158919232,1.0000573540137405,3.5745611156601758,1.050601961095361,0.2797546237547858,0.00608887319312688,False,10.0
291,batch1_run_86_repetition_0,Rosetta,G1,Medium,openjdk,1761.177794248,524.1080000000001,benchmarks,0.001908003693895151,3,0.0057240110816854,587.0592647493334,3.3603337370312985,923047.3713877309,1.0000484864722334,3.3603337370312985,0.9876382302133251,0.29758948909742944,0.005724011081685454,False,10.2
292,batch1_run_55_repetition_0,CLBG-NBody,Serial,Light,oracle,1761.173829814,735.458,benchmarks,0.0013596969507436182,1,0.0013596969507436,1761.173829814,2.394662686127556,1295269.3825273449,1.0000475840142007,2.394662686127556,2.0220608216349754,0.4175953489370624,0.0013596969507436182,False,9.6
293,batch2_run_7_repetition_0,DaCapo,Parallel,Light,oracle,1761.183975435,1523.62,benchmarks,0.0006563316312466364,1,0.0006563316312466,1761.183975435,1.1559207515226895,2683375.1286522746,1.000057450389027,1.1559207515226895,1.564382436094463,0.8651112099879721,0.0006563316312466364,False,13.2
294,batch3_run_20_repetition_0,CLBG-BinaryTrees,Serial,Medium,openjdk,1761.08569641,723.222,benchmarks,0.0013827013005688433,3,0.0041481039017065,587.02856547,2.4350554828392945,1273655.9195290331,1.0000001398421638,2.4350554828392945,0.9337903600043485,0.41066826076340235,0.00414810390170653,False,6.4
295,batch1_run_38_repetition_0,CLBG-Fannkuch,Serial,Medium,openjdk,1761.17161915,716.176,benchmarks,0.001396304818927191,3,0.0041889144567815,587.0572063833333,2.4591324187769485,1261308.8455163704,1.0000476536847944,2.4591324187769485,1.2336275002683037,0.40664747956002745,0.004188914456781573,False,7.4
296,batch2_run_64_repetition_0,CLBG-NBody,Parallel,Heavy,openjdk,1761.191358478,3735.54,benchmarks,0.0002676989136778083,5,0.001338494568389,352.2382716956,0.47146901344330405,6579000.767248908,1.0000575373179503,0.47146901344330405,0.3981099410039487,2.1210301663234414,0.0013384945683890415,False,11.6
297,batch1_run_84_repetition_0,Rosetta,G1,Light,openjdk,1761.177548611,481.395,benchmarks,0.0020772961912774333,1,0.0020772961912774,1761.177548611,3.6584874138929573,847822.0660135923,1.0000483469923291,3.6584874138929573,1.075268802885965,0.2733370070380837,0.0020772961912774333,True,8.4
298,batch3_run_71_repetition_0,CLBG-NBody,G1,Heavy,oracle,1761.09227209,3903.74,benchmarks,0.0002561646011260996,5,0.0012808230056304,352.218454418,0.45112949942619135,6874846.346248616,1.0000012730802865,0.45112949942619135,0.38093519039570867,2.2166584124335427,0.001280823005630498,False,8.8
299,batch2_run_2_repetition_0,DaCapo,Serial,Medium,openjdk,1761.18329088,2351.08,benchmarks,0.00042533644112492983,3,0.0012760093233747,587.06109696,0.7490954331115913,4140682.81152215,1.000057061676469,0.7490954331115913,1.0137993776603167,1.3349433941229647,0.0012760093233747894,False,12.2
