__run_id,__done,subject,gc,workload,jdk,energy_j,runtime_s,status,batch_num
run_23_repetition_0,DONE,CLBG-BinaryTrees,Serial,Heavy,oracle,1761169760250.0,0.896243,SUCCESS,1
run_24_repetition_0,DONE,CLBG-BinaryTrees,Parallel,Light,openjdk,1761169883071.0,0.505213,SUCCESS,1
run_25_repetition_0,DONE,CLBG-BinaryTrees,Parallel,Light,oracle,1761170006066.0,0.526098,SUCCESS,1
run_26_repetition_0,DONE,CLBG-BinaryTrees,Parallel,Medium,openjdk,1761170129295.0,0.737199,SUCCESS,1
run_27_repetition_0,DONE,CLBG-BinaryTrees,Parallel,Medium,oracle,1761170252611.0,0.739353,SUCCESS,1
run_28_repetition_0,DONE,CLBG-BinaryTrees,Parallel,Heavy,openjdk,1761170376311.0,1.14317,SUCCESS,1
run_29_repetition_0,DONE,CLBG-BinaryTrees,Parallel,Heavy,oracle,1761170509700.0,0.891212,SUCCESS,1
run_30_repetition_0,DONE,CLBG-BinaryTrees,G1,Light,openjdk,1761170633057.0,0.495271,SUCCESS,1
run_31_repetition_0,DONE,CLBG-BinaryTrees,G1,Light,oracle,1761170756117.0,0.498531,SUCCESS,1
run_32_repetition_0,DONE,CLBG-BinaryTrees,G1,Medium,openjdk,1761170879373.0,0.745202,SUCCESS,1
run_33_repetition_0,DONE,CLBG-BinaryTrees,G1,Medium,oracle,1761171002671.0,0.756588,SUCCESS,1
run_34_repetition_0,DONE,CLBG-BinaryTrees,G1,Heavy,openjdk,1761171126312.0,1.14196,SUCCESS,1
run_35_repetition_0,DONE,CLBG-BinaryTrees,G1,Heavy,oracle,1761171249839.0,1.10394,SUCCESS,1
run_36_repetition_0,DONE,CLBG-Fannkuch,Serial,Light,openjdk,1761171372613.0,0.505148,SUCCESS,1
run_37_repetition_0,DONE,CLBG-Fannkuch,Serial,Light,oracle,1761171495760.0,0.554622,SUCCESS,1
run_38_repetition_0,DONE,CLBG-Fannkuch,Serial,Medium,openjdk,1761171619150.0,0.716176,SUCCESS,1
run_39_repetition_0,DONE,CLBG-Fannkuch,Serial,Medium,oracle,1761171742886.0,0.975684,SUCCESS,1
run_40_repetition_0,DONE,CLBG-Fannkuch,Serial,Heavy,openjdk,1761171870466.0,4.91164,SUCCESS,1
run_41_repetition_0,DONE,CLBG-Fannkuch,Serial,Heavy,oracle,1761172007926.0,4.89513,SUCCESS,1
run_42_repetition_0,DONE,CLBG-Fannkuch,Parallel,Light,openjdk,1761172141125.0,0.522205,SUCCESS,1
run_43_repetition_0,DONE,CLBG-Fannkuch,Parallel,Light,oracle,1761172264075.0,0.491527,SUCCESS,1
run_44_repetition_0,DONE,CLBG-Fannkuch,Parallel,Medium,openjdk,1761172387415.0,0.732129,SUCCESS,1
run_45_repetition_0,DONE,CLBG-Fannkuch,Parallel,Medium,oracle,1761172510598.0,0.732273,SUCCESS,1
run_46_repetition_0,DONE,CLBG-Fannkuch,Parallel,Heavy,openjdk,1761172648137.0,4.92353,SUCCESS,1
run_47_repetition_0,DONE,CLBG-Fannkuch,Parallel,Heavy,oracle,1761172785427.0,4.70954,SUCCESS,1
run_48_repetition_0,DONE,CLBG-Fannkuch,G1,Light,openjdk,1761172918505.0,0.535441,SUCCESS,1
run_49_repetition_0,DONE,CLBG-Fannkuch,G1,Light,oracle,1761173041388.0,0.479558,SUCCESS,1
run_50_repetition_0,DONE,CLBG-Fannkuch,G1,Medium,openjdk,1761173164708.0,0.890501,SUCCESS,1
run_51_repetition_0,DONE,CLBG-Fannkuch,G1,Medium,oracle,1761173298350.0,0.931505,SUCCESS,1
run_52_repetition_0,DONE,CLBG-Fannkuch,G1,Heavy,openjdk,1761173435710.0,4.93883,SUCCESS,1
run_53_repetition_0,DONE,CLBG-Fannkuch,G1,Heavy,oracle,1761173573348.0,4.95348,SUCCESS,1
run_54_repetition_0,DONE,CLBG-NBody,Serial,Light,openjdk,1761173706524.0,0.697404,SUCCESS,1
run_55_repetition_0,DONE,CLBG-NBody,Serial,Light,oracle,1761173829814.0,0.735458,SUCCESS,1
run_56_repetition_0,DONE,CLBG-NBody,Serial,Medium,openjdk,1761173954499.0,2.08727,SUCCESS,1
run_57_repetition_0,DONE,CLBG-NBody,Serial,Medium,oracle,1761174089220.0,2.10525,SUCCESS,1
run_58_repetition_0,DONE,CLBG-NBody,Serial,Heavy,openjdk,1761174225423.0,3.6824,SUCCESS,1
run_59_repetition_0,DONE,CLBG-NBody,Serial,Heavy,oracle,1761174361899.0,3.9235,SUCCESS,1
run_60_repetition_0,DONE,CLBG-NBody,Parallel,Light,openjdk,1761174495415.0,0.728766,SUCCESS,1
run_61_repetition_0,DONE,CLBG-NBody,Parallel,Light,oracle,1761174618985.0,0.696148,SUCCESS,1
run_62_repetition_0,DONE,CLBG-NBody,Parallel,Medium,openjdk,1761174743552.0,2.12455,SUCCESS,1
run_63_repetition_0,DONE,CLBG-NBody,Parallel,Medium,oracle,1761174878410.0,2.34208,SUCCESS,1
run_64_repetition_0,DONE,CLBG-NBody,Parallel,Heavy,openjdk,1761175014687.0,3.72091,SUCCESS,1
run_65_repetition_0,DONE,CLBG-NBody,Parallel,Heavy,oracle,1761175151141.0,3.89884,SUCCESS,1
run_66_repetition_0,DONE,CLBG-NBody,G1,Light,openjdk,1761175284425.0,0.724858,SUCCESS,1
run_67_repetition_0,DONE,CLBG-NBody,G1,Light,oracle,1761175407533.0,0.737581,SUCCESS,1
run_68_repetition_0,DONE,CLBG-NBody,G1,Medium,openjdk,1761175532045.0,2.14162,SUCCESS,1
run_69_repetition_0,DONE,CLBG-NBody,G1,Medium,oracle,1761175666729.0,2.09499,SUCCESS,1
run_70_repetition_0,DONE,CLBG-NBody,G1,Heavy,openjdk,1761175803264.0,3.9272,SUCCESS,1
run_71_repetition_0,DONE,CLBG-NBody,G1,Heavy,oracle,1761175939358.0,3.72676,SUCCESS,1
run_72_repetition_0,DONE,Rosetta,Serial,Light,openjdk,1761176072355.0,0.515733,SUCCESS,1
run_73_repetition_0,DONE,Rosetta,Serial,Light,oracle,1761176195162.0,0.494753,SUCCESS,1
run_74_repetition_0,DONE,Rosetta,Serial,Medium,openjdk,1761176318094.0,0.537327,SUCCESS,1
run_75_repetition_0,DONE,Rosetta,Serial,Medium,oracle,1761176441206.0,0.530217,SUCCESS,1
run_76_repetition_0,DONE,Rosetta,Serial,Heavy,openjdk,1761176564362.0,0.523654,SUCCESS,1
run_77_repetition_0,DONE,Rosetta,Serial,Heavy,oracle,1761176687563.0,0.549946,SUCCESS,1
run_78_repetition_0,DONE,Rosetta,Parallel,Light,openjdk,1761176810682.0,0.488376,SUCCESS,1
run_79_repetition_0,DONE,Rosetta,Parallel,Light,oracle,1761176933868.0,0.531042,SUCCESS,1
run_80_repetition_0,DONE,Rosetta,Parallel,Medium,openjdk,1761177056951.0,0.517829,SUCCESS,1
run_81_repetition_0,DONE,Rosetta,Parallel,Medium,oracle,1761177179962.0,0.518308,SUCCESS,1
run_82_repetition_0,DONE,Rosetta,Parallel,Heavy,openjdk,1761177302962.0,0.50539,SUCCESS,1
run_83_repetition_0,DONE,Rosetta,Parallel,Heavy,oracle,1761177425850.0,0.534769,SUCCESS,1
run_84_repetition_0,DONE,Rosetta,G1,Light,openjdk,1761177548611.0,0.481395,SUCCESS,1
run_85_repetition_0,DONE,Rosetta,G1,Light,oracle,1761177671502.0,0.507502,SUCCESS,1
run_86_repetition_0,DONE,Rosetta,G1,Medium,openjdk,1761177794248.0,0.524108,SUCCESS,1
run_87_repetition_0,DONE,Rosetta,G1,Medium,oracle,1761177917350.0,0.547123,SUCCESS,1
run_88_repetition_0,DONE,Rosetta,G1,Heavy,openjdk,1761178040331.0,0.49095,SUCCESS,1
run_89_repetition_0,DONE,Rosetta,G1,Heavy,oracle,1761178163372.0,0.500536,SUCCESS,1
